,valence,energy,acousticness
11141,0.381,0.976,0.000121
16870,0.4529999999999999,0.355,0.831
18030,0.373,0.489,0.11
20436,0.523,0.415,0.152
9003,0.591,0.509,0.03
13433,0.08950000000000002,0.235,0.72
18284,0.937,0.6920000000000001,0.0412
6144,0.357,0.7709999999999999,7.26e-05
14919,0.562,0.604,0.326
6922,0.20799999999999996,0.42,0.123
9501,0.545,0.652,0.0103
20601,0.5589999999999999,0.439,0.0375
20493,0.436,0.44,0.471
10792,0.251,0.779,0.0018
2020,0.496,0.415,0.027
16767,0.601,0.522,0.579
16374,0.5870000000000001,0.515,0.081
21427,0.861,0.5820000000000001,0.191
21362,0.708,0.627,0.477
20865,0.843,0.591,0.0066099999999999
17387,0.493,0.5579999999999999,0.462
12159,0.721,0.5770000000000001,0.278
17278,0.63,0.422,0.475
9793,0.504,0.445,0.931
16566,0.564,0.601,0.0502
1338,0.584,0.541,0.238
20821,0.363,0.523,0.0137
4742,0.319,0.6709999999999999,0.0233
19600,0.6940000000000001,0.588,0.3279999999999999
15820,0.7340000000000001,0.542,0.278
2926,0.539,0.419,0.0697
14160,0.52,0.308,0.883
16048,0.276,0.904,0.0373
6135,0.551,0.26,0.611
20135,0.397,0.555,0.208
18342,0.907,0.6990000000000001,0.2019999999999999
18403,0.737,0.765,0.0112
18228,0.529,0.939,0.192
16760,0.419,0.335,0.626
5751,0.389,0.574,0.203
7993,0.478,0.293,0.591
20105,0.828,0.5529999999999999,0.557
4619,0.134,0.735,0.00454
7212,0.187,0.7020000000000001,0.362
633,0.03999999999999998,0.203,0.00907
17254,0.736,0.5429999999999999,0.182
7063,0.536,0.617,0.391
21487,0.662,0.526,0.0619
7277,0.856,0.3879999999999999,0.7
19639,0.33,0.301,0.296
13453,0.361,0.308,0.946
19047,0.18,0.51,0.0505
18873,0.5760000000000001,0.419,0.114
8564,0.532,0.452,0.17
1867,0.505,0.08550000000000002,0.946
3194,0.26,0.877,0.128
2699,0.04349999999999998,0.5379999999999999,0.0867
1994,0.5920000000000001,0.758,0.241
16162,0.7020000000000001,0.6609999999999999,0.00188
16988,0.507,0.299,0.508
17641,0.7979999999999999,0.6940000000000001,0.301
19416,0.578,0.481,0.12
20483,0.723,0.5670000000000001,0.282
4768,0.525,0.435,0.3339999999999999
13193,0.481,0.913,0.00054
17834,0.83,0.726,0.0298
6415,0.4589999999999999,0.368,0.252
11024,0.7290000000000001,0.3979999999999999,0.157
5276,0.589,0.536,0.2
20832,0.779,0.586,0.0783
11425,0.633,0.00024299999999999322,0.374
9986,0.552,0.445,0.174
8817,0.56,0.758,0.18
19391,0.15600000000000003,0.7879999999999999,0.382
16978,0.391,0.376,0.297
16567,0.51,0.429,0.195
14204,0.685,0.602,0.123
20402,0.477,0.11699999999999988,0.94
1728,0.11699999999999988,0.4679999999999999,0.0621
7512,0.126,0.311,0.426
1136,0.512,0.326,0.475
492,0.626,0.5670000000000001,0.0192
21002,0.345,0.351,0.0986
8941,0.49,0.82,0.0762
16650,0.4429999999999999,0.4,0.106
2477,0.09139999999999998,0.449,0.000593
11534,0.367,0.578,0.00843
16733,0.246,0.265,0.971
1239,0.349,0.341,0.768
17111,0.555,0.4029999999999999,0.5
10214,0.521,0.435,0.1159999999999999
21148,0.5489999999999999,0.746,0.0672
15790,0.7190000000000001,0.183,0.8079999999999999
13249,0.264,0.21899999999999986,0.812
5368,0.439,0.37,0.0269
14484,0.8859999999999999,0.6859999999999999,0.0677
16552,0.474,0.618,0.62
18435,0.537,0.45,0.223
14278,0.412,0.563,0.0541
9234,0.3229999999999999,0.299,0.298
7087,0.732,0.516,0.372
12320,0.289,0.747,0.0531
509,0.49,0.473,0.598
2579,0.07479999999999998,0.10899999999999999,0.984
2083,0.818,0.797,0.362
16192,0.612,0.524,0.00946
16675,0.275,0.38,0.6829999999999999
8674,0.5539999999999999,0.6679999999999999,0.0191
19564,0.504,0.498,0.162
8901,0.06519999999999998,0.384,0.0364
7804,0.638,0.4639999999999999,0.368
1453,0.539,0.358,0.627
7814,0.362,0.385,0.0309
17891,0.179,0.301,0.758
2264,0.5710000000000001,0.325,0.723
10105,0.255,0.273,0.0196
11334,0.7,0.551,0.461
13877,0.504,0.952,0.000628
10994,0.249,0.802,0.0246
4843,0.653,0.631,0.2189999999999999
7713,0.355,0.506,0.273
161,0.605,0.742,0.165
8515,0.482,0.317,0.877
3944,0.139,0.5820000000000001,0.0188
1039,0.196,0.52,0.257
5860,0.57,0.479,0.15
363,0.175,0.26,0.797
10948,0.521,0.932,0.0107
7518,0.139,0.201,0.489
20182,0.5489999999999999,0.428,0.365
6067,0.0494,0.318,0.0428
14132,0.203,0.529,0.0769
19044,0.522,0.768,0.238
5868,0.22399999999999987,0.6779999999999999,0.0154
18472,0.5329999999999999,0.488,0.297
8495,0.131,0.882,0.0056
3947,0.06579999999999997,0.804,0.0017399999999999
4055,0.345,0.956,0.0999
606,0.09920000000000001,0.34,0.645
12378,0.292,0.852,0.0336
20412,0.437,0.355,0.76
18116,0.439,0.34,0.332
17328,0.412,0.472,0.0577
3685,0.06519999999999998,0.743,0.000106
2237,0.598,0.765,0.0333
18314,0.445,0.8859999999999999,0.000304
9370,0.645,0.416,0.156
20768,0.51,0.63,0.0162
1884,0.368,0.5529999999999999,0.5770000000000001
6344,0.4539999999999999,0.528,0.00387
7694,0.22399999999999987,0.7559999999999999,0.1119999999999999
16156,0.304,0.609,0.0928
15311,0.293,0.619,0.138
9269,0.506,0.326,0.688
15000,0.542,0.419,0.249
15588,0.588,0.4479999999999999,0.591
17389,0.54,0.373,0.203
3367,0.09939999999999999,0.012699999999999989,0.968
19613,0.3829999999999999,0.1969999999999999,0.768
16845,0.539,0.425,0.356
16413,0.5589999999999999,0.417,0.178
942,0.327,0.3989999999999999,0.228
9864,0.7070000000000001,0.335,0.17
8355,0.591,0.445,0.129
13397,0.201,0.14600000000000002,0.8959999999999999
15733,0.06709999999999999,0.556,0.0314
5752,0.75,0.633,0.0441
12486,0.10599999999999998,0.29,0.241
15155,0.3879999999999999,0.642,0.0383
16824,0.5529999999999999,0.36,0.474
3420,0.382,0.8390000000000001,0.0361
1180,0.535,0.32,0.134
14839,0.93,0.6759999999999999,0.211
7012,0.81,0.628,0.0604
13372,0.21199999999999997,0.446,0.95
715,0.119,0.525,0.176
17900,0.6990000000000001,0.364,0.4679999999999999
17284,0.353,0.6829999999999999,0.0271
16346,0.3329999999999999,0.478,0.547
1544,0.598,0.92,0.0501
10075,0.765,0.3289999999999999,0.348
16138,0.629,0.595,0.0248
6421,0.5660000000000001,0.863,0.159
5702,0.2,0.544,0.285
4770,0.14500000000000002,0.583,0.0262
12444,0.278,0.737,3.24e-05
16148,0.8959999999999999,0.486,0.0579
5091,0.5479999999999999,0.601,0.163
13376,0.616,0.26,0.518
17142,0.384,0.299,0.3829999999999999
929,0.5720000000000001,0.44,0.106
12336,0.402,0.7440000000000001,0.0964
15739,0.746,0.503,0.375
20410,0.316,0.452,0.342
18628,0.787,0.655,0.0331
21324,0.0927,0.836,0.0276
18885,0.696,0.574,0.138
6809,0.7759999999999999,0.5589999999999999,0.639
16839,0.351,0.483,0.233
1203,0.03849999999999998,0.532,0.418
6483,0.722,0.295,0.221
358,0.672,0.427,0.772
2968,0.03500000000000003,0.364,0.0256
5658,0.10299999999999998,0.406,0.154
5848,0.11699999999999988,0.262,0.379
852,0.497,0.341,0.627
762,0.312,0.348,0.392
10109,0.535,0.691,0.0376
12289,0.598,0.777,0.0963
10356,0.3989999999999999,0.26,0.759
6854,0.531,0.473,0.151
19333,0.6459999999999999,0.6509999999999999,0.000739
1869,0.08850000000000002,0.431,0.215
14616,0.777,0.62,0.478
10205,0.15300000000000002,0.477,0.00414
198,0.4579999999999999,0.413,0.00286
7648,0.8190000000000001,0.4679999999999999,0.0585
20974,0.14700000000000002,0.636,0.0574
9283,0.601,0.55,0.54
13910,0.486,0.33,0.8540000000000001
4226,0.261,0.484,0.00763
8621,0.419,0.4479999999999999,0.0197
16943,0.524,0.272,0.346
3624,0.11099999999999999,0.532,0.119
10661,0.573,0.88,0.00545
8807,0.21499999999999997,0.59,0.0721
5908,0.3989999999999999,0.445,0.00256
4741,0.10799999999999998,0.614,0.177
15188,0.485,0.5429999999999999,0.0077599999999999
11389,0.267,0.8390000000000001,0.812
17801,0.473,0.8690000000000001,0.0283
9134,0.634,0.662,0.536
10739,0.249,0.665,0.000233
21162,0.856,0.446,0.00196
16880,0.58,0.419,0.2189999999999999
1627,0.22199999999999998,0.407,0.283
9981,0.598,0.298,0.122
11641,0.476,0.407,0.00303
19655,0.6920000000000001,0.14400000000000002,0.807
14543,0.16100000000000003,0.5429999999999999,0.0399
9777,0.254,0.4639999999999999,0.0713
2298,0.0615,0.425,0.0334
18574,0.902,0.5710000000000001,0.0716
8690,0.597,0.469,0.12
19087,0.423,0.743,0.000755
6190,0.325,0.491,0.0463
4895,0.357,0.442,0.00537
17486,0.385,0.539,0.163
20539,0.15600000000000003,0.532,0.00554
2329,0.06669999999999998,0.427,0.578
8346,0.466,0.426,0.0037799999999999
8929,0.491,0.462,0.0942
7806,0.45,0.344,0.1119999999999999
6697,0.179,0.605,0.347
17157,0.5479999999999999,0.456,0.0705
2714,0.715,0.474,0.0634
19213,0.345,0.647,0.158
17020,0.412,0.34,0.406
11952,0.09039999999999998,0.777,0.325
14089,0.449,0.561,0.0758
20045,0.575,0.759,0.354
17714,0.809,0.872,0.0476
17638,0.603,0.508,0.0249
8208,0.6559999999999999,0.4,0.1669999999999999
9513,0.508,0.639,0.484
8140,0.591,0.69,0.052
18517,0.765,0.847,0.0292
12964,0.319,0.537,0.198
19286,0.593,0.445,0.074
19454,0.501,0.373,0.736
10390,0.5,0.434,0.332
20509,0.289,0.124,0.8540000000000001
2204,0.429,0.7809999999999999,0.254
20488,0.722,0.545,0.853
15854,0.172,0.249,0.384
8598,0.39,0.5529999999999999,0.152
4175,0.541,0.3929999999999999,0.0424
18525,0.831,0.486,0.0407
21353,0.958,0.888,0.0113
13432,0.446,0.405,0.7509999999999999
21354,0.6509999999999999,0.5589999999999999,0.221
16486,0.516,0.449,0.2339999999999999
14358,0.493,0.772,0.1939999999999999
21486,0.579,0.466,0.00059
13334,0.387,0.28,0.932
18118,0.272,0.56,0.00627
2416,0.581,0.292,0.4529999999999999
10085,0.298,0.675,0.00473
6181,0.67,0.647,0.594
19735,0.2689999999999999,0.596,0.479
13127,0.521,0.88,0.0165
19432,0.434,0.284,0.34
12095,0.354,0.914,0.0196
16927,0.38,0.644,0.0571
8753,0.6779999999999999,0.444,0.136
9387,0.529,0.315,0.5329999999999999
8798,0.3779999999999999,0.631,0.0275
14881,0.503,0.495,0.0509
7321,0.44,0.3829999999999999,0.349
15756,0.594,0.746,0.0127
2878,0.03970000000000001,0.42,0.0207
4391,0.185,0.833,0.4029999999999999
19531,0.547,0.344,0.909
20540,0.4629999999999999,0.723,0.109
16683,0.727,0.511,0.148
15775,0.506,0.954,0.0631
16418,0.7390000000000001,0.4539999999999999,0.352
7931,0.284,0.593,0.06
9647,0.376,0.727,0.000151
5763,0.621,0.49,0.128
17093,0.716,0.516,0.1989999999999999
15325,0.32,0.732,0.1939999999999999
6967,0.585,0.3229999999999999,0.0704
7466,0.544,0.496,0.259
16782,0.3229999999999999,0.7190000000000001,0.133
10572,0.579,0.831,0.0329
8442,0.138,0.258,0.188
20470,0.09399999999999997,0.23199999999999987,0.831
4844,0.7,0.551,0.461
16833,0.588,0.731,0.233
20559,0.767,0.853,0.195
9303,0.03899999999999998,0.485,0.7170000000000001
4934,0.06890000000000002,0.35,0.0654
17164,0.414,0.3389999999999999,0.654
8138,0.684,0.435,0.0964
16504,0.472,0.426,0.1169999999999999
12499,0.359,0.7709999999999999,0.039
9108,0.602,0.441,0.365
15405,0.954,0.33,0.243
2628,0.309,0.882,0.0172
3490,0.10299999999999998,0.889,0.00186
1215,0.484,0.262,0.777
13635,0.971,0.684,0.374
21335,0.172,0.5489999999999999,0.7509999999999999
16756,0.529,0.351,0.91
8973,0.7559999999999999,0.722,0.221
4196,0.8290000000000001,0.8420000000000001,0.0011099999999999
8159,0.7829999999999999,0.433,0.151
9396,0.3779999999999999,0.54,0.0067
19425,0.528,0.597,0.0568
3746,0.0368,0.15200000000000002,0.8859999999999999
3396,0.04039999999999999,0.652,0.00831
3334,0.1989999999999999,0.8490000000000001,0.0552
10167,0.66,0.377,0.00337
1648,0.195,0.72,0.0807
1596,0.19,0.321,0.0947
20256,0.20799999999999996,0.423,0.00806
9506,0.545,0.411,0.0331
8097,0.292,0.425,0.00106
12575,0.557,0.672,0.0273
4062,0.705,0.599,0.0175
7293,0.616,0.726,0.0208
9787,0.3289999999999999,0.386,0.647
16846,0.21699999999999997,0.282,0.373
15833,0.722,0.4629999999999999,0.26
19223,0.612,0.598,0.15
12842,0.649,0.831,0.000347
20398,0.51,0.602,0.721
18430,0.642,0.586,0.104
4231,0.239,0.5489999999999999,0.000187
1093,0.15300000000000002,0.21599999999999997,0.831
7479,0.528,0.396,0.0142
7329,0.07929999999999998,0.504,0.118
1726,0.14200000000000002,0.67,0.00134
8983,0.691,0.5479999999999999,0.051
8370,0.285,0.5710000000000001,0.198
1949,0.1969999999999999,0.41,0.0172
15828,0.198,0.482,0.254
17869,0.5429999999999999,0.358,0.0887
6233,0.369,0.292,0.29
10866,0.0711,0.825,0.00759
16070,0.7909999999999999,0.488,0.0825
7102,0.318,0.519,0.0267
5186,0.4589999999999999,0.375,0.146
17256,0.8,0.665,0.0607
2649,0.06940000000000002,0.421,0.218
5427,0.605,0.3389999999999999,0.0709
6258,0.741,0.479,0.0515
3990,0.132,0.805,0.00745
7182,0.493,0.5670000000000001,0.00266
17397,0.423,0.342,0.073
5618,0.3379999999999999,0.722,0.0925
3659,0.05780000000000002,0.419,0.248
15901,0.184,0.259,0.427
2374,0.623,0.361,0.118
1439,0.128,0.245,0.716
4206,0.534,0.93,0.0308
15543,0.498,0.652,0.1009999999999999
3034,0.10099999999999987,0.431,0.00595
8289,0.3389999999999999,0.47,0.0371
3604,0.09660000000000002,0.741,0.00214
8568,0.507,0.6679999999999999,0.1369999999999999
4314,0.381,0.911,1.06e-05
13287,0.512,0.15500000000000003,0.987
17152,0.504,0.496,0.0893
1715,0.545,0.4029999999999999,0.643
15418,0.177,0.364,0.141
7784,0.382,0.626,0.261
16936,0.878,0.7020000000000001,0.128
19617,0.354,0.02789999999999998,0.973
7495,0.23199999999999987,0.657,0.0171
13258,0.564,0.3929999999999999,0.785
13319,0.3329999999999999,0.455,0.0743
3614,0.22299999999999998,0.929,0.000182
16021,0.8320000000000001,0.635,0.172
1922,0.442,0.7809999999999999,0.015
19689,0.596,0.489,0.1169999999999999
12813,0.43,0.852,0.00228
10523,0.513,0.736,0.171
11284,0.8859999999999999,0.726,0.0576
5372,0.4529999999999999,0.6920000000000001,0.00981
4837,0.22199999999999998,0.568,0.0138
3903,0.14,0.75,0.0388
1416,0.325,0.685,0.122
5001,0.662,0.562,0.214
13485,0.07350000000000001,0.122,0.885
8764,0.807,0.21399999999999997,0.107
17270,0.16800000000000004,0.508,0.104
8606,0.23299999999999998,0.616,0.0449
14428,0.319,0.629,0.268
20428,0.349,0.33,0.818
9093,0.133,0.477,0.156
8109,0.765,0.642,0.102
12862,0.441,0.512,0.0276
14800,0.621,0.425,0.0295
16843,0.575,0.413,0.654
18059,0.945,0.8390000000000001,0.0594
13430,0.7809999999999999,0.3329999999999999,0.299
16873,0.562,0.493,0.0467
17337,0.65,0.8540000000000001,0.0475
10104,0.11299999999999999,0.636,0.0035
17185,0.08589999999999998,0.3979999999999999,0.648
3243,0.2739999999999999,0.687,0.0183
18874,0.799,0.361,0.0502
6900,0.634,0.621,0.218
8830,0.273,0.3389999999999999,0.0825
1291,0.672,0.3329999999999999,0.462
14308,0.642,0.586,0.104
20861,0.96,0.662,0.242
3894,0.29,0.467,0.457
4504,0.432,0.499,0.467
1604,0.49,0.939,0.000301
6717,0.757,0.5870000000000001,0.212
560,0.5,0.462,0.8140000000000001
10725,0.16399999999999992,0.82,0.0475
12834,0.16399999999999992,0.868,0.0001189999999999
693,0.3289999999999999,0.316,0.411
13333,0.14300000000000002,0.435,0.369
6240,0.11399999999999999,0.387,0.0528
19544,0.555,0.62,0.3979999999999999
21506,0.272,0.574,0.114
1110,0.368,0.7909999999999999,0.000822
896,0.605,0.954,0.0239
17002,0.512,0.537,0.0746
14131,0.7609999999999999,0.713,0.0849
18629,0.966,0.605,0.00186
40,0.256,0.952,0.0912
20686,0.8909999999999999,0.607,0.0389
18016,0.24,0.61,0.166
1422,0.6509999999999999,0.31,0.26
6648,0.241,0.728,0.3279999999999999
21113,0.887,0.361,0.0355
9879,0.541,0.706,0.12
4993,0.3429999999999999,0.5379999999999999,0.68
3721,0.384,0.8140000000000001,0.215
556,0.15800000000000003,0.795,0.0356
17080,0.607,0.461,0.5820000000000001
14752,0.129,0.395,0.2769999999999999
8581,0.21599999999999997,0.456,0.0173
4580,0.7040000000000001,0.777,0.00225
17115,0.439,0.267,0.2789999999999999
15808,0.22999999999999998,0.379,0.115
3128,0.263,0.713,0.026
651,0.677,0.355,0.0007
16557,0.5329999999999999,0.667,0.195
11467,0.6459999999999999,0.557,0.0429
7016,0.16800000000000004,0.565,0.039
10398,0.4029999999999999,0.643,0.308
1426,0.259,0.314,0.0851
12209,0.476,0.8640000000000001,0.0519
17681,0.481,0.904,0.0776
5593,0.531,0.293,0.947
11688,0.2789999999999999,0.8859999999999999,0.0949
16282,0.664,0.4679999999999999,0.726
6723,0.767,0.652,0.0486
18862,0.713,0.552,0.00293
6214,0.317,0.335,0.188
20324,0.283,0.3279999999999999,0.906
9625,0.667,0.444,0.336
14674,0.345,0.54,0.27
10005,0.10399999999999998,0.637,0.391
7736,0.521,0.516,0.225
9077,0.7120000000000001,0.701,0.0345
11325,0.07869999999999999,0.441,0.0063799999999999
13489,0.1939999999999999,0.545,0.142
11692,0.2789999999999999,0.645,0.13
6643,0.586,0.426,0.00311
3059,0.3329999999999999,0.972,0.00114
16661,0.696,0.615,0.362
18843,0.652,0.758,0.00226
17423,0.516,0.705,0.204
1322,0.596,0.42,0.785
1081,0.64,0.37,0.0515
7841,0.58,0.4429999999999999,0.0312
19167,0.88,0.422,0.0112
607,0.537,0.5770000000000001,0.128
17419,0.455,0.405,0.0306
2982,0.05209999999999998,0.472,0.00228
13219,0.7290000000000001,0.94,0.00182
16744,0.635,0.56,0.00867
15186,0.372,0.3429999999999999,0.723
4225,0.07900000000000001,0.32,0.0195
587,0.815,0.568,0.111
13325,0.247,0.04849999999999999,0.947
985,0.04899999999999999,0.442,0.065
20602,0.6509999999999999,0.431,0.188
1029,0.5,0.627,0.1639999999999999
13273,0.476,0.372,0.64
5915,0.414,0.715,0.0182
16523,0.708,0.479,0.0665
15707,0.359,0.575,0.0493
15065,0.679,0.368,0.349
17101,0.484,0.4639999999999999,0.526
6188,0.473,0.503,0.8740000000000001
5778,0.8490000000000001,0.422,0.109
8265,0.722,0.862,0.193
9446,0.502,0.371,0.152
2557,0.15300000000000002,0.8109999999999999,0.0061
21510,0.568,0.444,0.291
18821,0.66,0.7390000000000001,0.00865
16226,0.8140000000000001,0.578,0.496
19712,0.6559999999999999,0.375,0.355
19384,0.537,0.741,0.00419
18114,0.619,0.455,0.561
17001,0.3379999999999999,0.37,0.514
20632,0.73,0.76,0.354
19008,0.6940000000000001,0.57,0.00267
21073,0.509,0.4639999999999999,0.0517
4404,0.15700000000000003,0.713,0.000358
158,0.03620000000000001,0.45,0.0776
16490,0.4579999999999999,0.3979999999999999,0.34
9207,0.527,0.752,0.031
19532,0.782,0.16200000000000003,0.973
7098,0.674,0.4539999999999999,0.00422
13389,0.4639999999999999,0.7140000000000001,0.312
15154,0.713,0.391,0.272
7620,0.4579999999999999,0.899,0.0103
7318,0.593,0.346,0.755
10953,0.367,0.36,0.395
4862,0.09199999999999997,0.429,0.0101
18443,0.446,0.405,0.7509999999999999
4651,0.488,0.4479999999999999,0.81
16684,0.546,0.452,0.0406
19777,0.358,0.294,0.422
5456,0.585,0.462,0.047
18690,0.288,0.629,0.238
13255,0.501,0.496,0.5539999999999999
18927,0.9,0.675,0.2789999999999999
10285,0.541,0.3289999999999999,0.0377
15903,0.15400000000000003,0.639,0.0121
1099,0.283,0.421,0.628
1427,0.3229999999999999,0.6509999999999999,0.144
16404,0.579,0.3389999999999999,0.871
20277,0.802,0.365,0.8490000000000001
7969,0.179,0.67,0.0124
15621,0.311,0.561,0.0273
9978,0.773,0.607,0.535
16073,0.5770000000000001,0.499,0.0092
16876,0.545,0.476,0.535
14990,0.629,0.736,0.129
20163,0.133,0.4029999999999999,0.2289999999999999
17909,0.325,0.39,0.272
8412,0.5579999999999999,0.452,0.5329999999999999
18785,0.725,0.6,0.266
19736,0.493,0.319,0.883
16262,0.467,0.405,0.291
18494,0.591,0.445,0.474
12476,0.41,0.851,0.000336
423,0.624,0.39,0.416
9307,0.53,0.424,0.216
3534,0.03870000000000001,0.483,0.465
9206,0.617,0.519,0.1169999999999999
18006,0.809,0.647,0.0116
7915,0.607,0.787,0.27
3006,0.21499999999999997,0.471,0.0063
21401,0.873,0.7809999999999999,0.0437
16829,0.695,0.4379999999999999,0.177
21507,0.523,0.347,0.0704
2978,0.03670000000000001,0.298,0.317
10132,0.547,0.472,0.0072099999999999
15541,0.6579999999999999,0.5670000000000001,0.188
5171,0.3829999999999999,0.537,0.172
689,0.753,0.441,0.867
16454,0.132,0.437,0.2319999999999999
14556,0.524,0.616,0.0599
6557,0.527,0.32,0.124
9493,0.929,0.845,0.00602
13445,0.119,0.13,0.898
9428,0.362,0.513,0.27
5968,0.573,0.421,0.5770000000000001
21327,0.15100000000000002,0.525,0.252
13491,0.634,0.16300000000000003,0.92
4976,0.7140000000000001,0.439,0.535
9944,0.47,0.802,0.105
9017,0.645,0.731,0.0101
19561,0.58,0.419,0.2189999999999999
5520,0.6829999999999999,0.691,0.0115
16715,0.507,0.319,0.6920000000000001
20278,0.282,0.351,0.39
11443,0.319,0.14400000000000002,0.237
16865,0.795,0.534,0.143
649,0.534,0.713,0.139
7275,0.36,0.787,0.0988
8481,0.20499999999999996,0.645,0.0287
17444,0.638,0.4639999999999999,0.368
12533,0.422,0.8340000000000001,0.00107
15914,0.595,0.437,0.452
3449,0.16399999999999992,0.584,0.0379
6373,0.507,0.8440000000000001,0.0485
17497,0.53,0.439,0.606
9610,0.6509999999999999,0.421,0.193
7176,0.20899999999999996,0.432,0.297
20143,0.765,0.623,0.4629999999999999
19406,0.5329999999999999,0.462,0.42
13473,0.276,0.28,0.427
17594,0.603,0.737,0.092
3363,0.139,0.706,0.00935
7121,0.727,0.479,0.0417
6945,0.335,0.797,0.0368
21367,0.563,0.4629999999999999,0.135
11613,0.3229999999999999,0.299,0.298
20466,0.555,0.61,0.6409999999999999
675,0.191,0.297,0.698
7851,0.7290000000000001,0.7659999999999999,0.423
20280,0.14700000000000002,0.429,0.632
4576,0.345,0.358,0.0375
19926,0.396,0.782,0.381
8751,0.878,0.588,0.0369
6743,0.22199999999999998,0.941,0.0668
20400,0.369,0.195,0.789
3371,0.07,0.647,0.422
21493,0.711,0.8390000000000001,0.0608
18317,0.515,0.3779999999999999,0.835
1070,0.15700000000000003,0.524,0.313
21289,0.807,0.8370000000000001,0.0383
20616,0.812,0.787,0.311
7590,0.8390000000000001,0.484,0.0454
18585,0.545,0.899,0.00727
1802,0.7120000000000001,0.585,0.314
11321,0.372,0.488,0.0127
18608,0.835,0.799,0.1889999999999999
20345,0.485,0.235,0.748
19189,0.27,0.6559999999999999,0.00278
16811,0.606,0.583,0.193
2206,0.499,0.4029999999999999,0.285
451,0.575,0.354,0.892
1927,0.532,0.452,0.17
17941,0.54,0.498,0.171
6266,0.522,0.442,0.16
6275,0.7020000000000001,0.4539999999999999,0.17
15359,0.07079999999999997,0.359,0.1989999999999999
13415,0.53,0.32,0.8270000000000001
5014,0.473,0.389,0.186
7250,0.52,0.83,0.296
19899,0.595,0.449,0.0585
16883,0.573,0.3879999999999999,0.782
5200,0.181,0.7959999999999999,0.0157
8502,0.545,0.374,0.123
14708,0.799,0.682,0.025
20423,0.467,0.725,0.128
1656,0.706,0.564,0.0187
15031,0.7859999999999999,0.517,0.0115
7137,0.341,0.708,0.0426
14661,0.0928,0.4529999999999999,0.0551
21329,0.239,0.64,0.00809
5260,0.525,0.312,0.325
8334,0.535,0.32,0.134
1317,0.866,0.2,0.8390000000000001
19960,0.487,0.261,0.708
20341,0.4589999999999999,0.375,0.146
20124,0.52,0.475,0.0339
13343,0.318,0.14900000000000002,0.8440000000000001
14040,0.1989999999999999,0.304,0.696
13286,0.753,0.357,0.625
12710,0.716,0.907,0.00818
13244,0.371,0.128,0.963
20618,0.6859999999999999,0.293,0.413
5995,0.22799999999999998,0.371,0.0004669999999999
8330,0.5,0.462,0.8140000000000001
13359,0.21299999999999997,0.289,0.645
18868,0.6829999999999999,0.414,0.341
14898,0.536,0.336,0.557
10168,0.525,0.374,0.728
7126,0.469,0.283,0.319
19940,0.634,0.295,0.5539999999999999
8898,0.495,0.847,0.363
14476,0.762,0.4639999999999999,0.0933
18165,0.236,0.173,0.8390000000000001
1507,0.595,0.441,0.499
17116,0.5579999999999999,0.414,0.563
19415,0.512,0.423,0.434
20845,0.643,0.682,0.218
3936,0.2689999999999999,0.926,0.0205
11404,0.488,0.4479999999999999,0.81
16555,0.487,0.455,0.215
8504,0.397,0.613,0.271
17163,0.1939999999999999,0.278,0.799
12317,0.494,0.491,0.0138
18453,0.562,0.425,0.3279999999999999
1925,0.07340000000000002,0.598,0.0144
3752,0.38,0.883,0.8340000000000001
10876,0.39,0.99,0.0197
982,0.418,0.423,0.124
9828,0.486,0.437,0.163
19748,0.469,0.3379999999999999,0.674
13197,0.4589999999999999,0.435,0.00328
6506,0.698,0.414,0.8740000000000001
13263,0.356,0.3289999999999999,0.22
5335,0.419,0.271,0.0643
15897,0.06940000000000002,0.21099999999999997,0.402
605,0.491,0.449,0.225
5471,0.546,0.22899999999999987,0.294
4437,0.03720000000000001,0.23099999999999998,0.209
8248,0.575,0.437,0.0172
6332,0.768,0.478,0.401
13365,0.639,0.471,0.0596
3012,0.584,0.347,0.297
8100,0.581,0.481,0.282
3208,0.129,0.727,0.0165
18272,0.377,0.716,0.0904
289,0.183,0.55,0.0114
10139,0.703,0.471,0.0804
13622,0.379,0.882,2.99e-05
10591,0.4029999999999999,0.884,0.0211
11259,0.5,0.625,0.34
20787,0.727,0.287,0.0709
7103,0.196,0.4029999999999999,0.0139999999999999
19747,0.271,0.304,0.779
1012,0.555,0.357,0.34
10165,0.649,0.426,0.356
15616,0.28,0.4,0.212
19885,0.381,0.7979999999999999,0.115
1097,0.248,0.386,0.214
18362,0.484,0.622,0.00882
7024,0.377,0.478,0.0854
1509,0.5770000000000001,0.336,0.356
12467,0.0857,0.96,0.0142
17864,0.586,0.4679999999999999,0.248
17035,0.437,0.355,0.76
17618,0.5770000000000001,0.87,0.2689999999999999
16689,0.545,0.471,0.42
16224,0.685,0.477,0.314
6271,0.611,0.53,0.00829
5717,0.367,0.5489999999999999,0.0524
12808,0.3,0.929,0.0003529999999999
1598,0.314,0.3279999999999999,0.0145
1464,0.3939999999999999,0.6409999999999999,0.314
18922,0.397,0.652,0.262
19187,0.506,0.29,0.0279
18409,0.5489999999999999,0.3829999999999999,0.0676
1619,0.319,0.14400000000000002,0.237
279,0.359,0.575,0.0493
10442,0.509,0.4429999999999999,0.726
6558,0.677,0.355,0.0007
2673,0.06240000000000001,0.52,0.774
17790,0.7170000000000001,0.639,0.4
20268,0.5760000000000001,0.718,0.283
